
Generated 5 folds for cross-validation on 30577 labeled nodes.
Using device: mps

============================================================
⏭️  Skipping Stage 1: Optuna Search.
Loading best architecture parameters from: ./ESKAPEE_model/best_arch_params.yaml
============================================================

============================================================
💾 Stage 2: Training Final Model on ALL Labeled Data
============================================================
Gradient magnitudes plot saved for epoch 0 to ./ESKAPEE_model/training_logs/gradient_magnitudes_epoch_0.png
Final training... Epoch 10/3000, Loss: 0.8580, Val Loss: 0.8362, LR: 0.005
Final training... Epoch 2700/3000, Loss: 0.2813, Val Loss: 0.2189, LR: 0.0025
Gradient magnitudes plot saved for epoch 2700 to ./ESKAPEE_model/training_logs/gradient_magnitudes_epoch_2700.png
Final training... Epoch 2710/3000, Loss: 0.2723, Val Loss: 0.2226, LR: 0.0025
Final training... Epoch 2720/3000, Loss: 0.2761, Val Loss: 0.2196, LR: 0.0025
Final training... Epoch 2730/3000, Loss: 0.2650, Val Loss: 0.2194, LR: 0.0025
Final training... Epoch 2740/3000, Loss: 0.2719, Val Loss: 0.2151, LR: 0.0025
Final training... Epoch 2750/3000, Loss: 0.2689, Val Loss: 0.2207, LR: 0.0025
Final training... Epoch 2760/3000, Loss: 0.2723, Val Loss: 0.2156, LR: 0.0025
Final training... Epoch 2770/3000, Loss: 0.2674, Val Loss: 0.2148, LR: 0.0025
Final training... Epoch 2780/3000, Loss: 0.2697, Val Loss: 0.2176, LR: 0.0025
Final training... Epoch 2790/3000, Loss: 0.2669, Val Loss: 0.2139, LR: 0.0025
Final training... Epoch 2800/3000, Loss: 0.2753, Val Loss: 0.2160, LR: 0.0025
Gradient magnitudes plot saved for epoch 2800 to ./ESKAPEE_model/training_logs/gradient_magnitudes_epoch_2800.png
Final training... Epoch 2810/3000, Loss: 0.2676, Val Loss: 0.2089, LR: 0.0025
Final training... Epoch 2820/3000, Loss: 0.2665, Val Loss: 0.2134, LR: 0.0025
Final training... Epoch 2830/3000, Loss: 0.2611, Val Loss: 0.2101, LR: 0.0025
Final training... Epoch 2840/3000, Loss: 0.2641, Val Loss: 0.2152, LR: 0.0025
Final training... Epoch 2850/3000, Loss: 0.2686, Val Loss: 0.2119, LR: 0.0025
Final training... Epoch 2860/3000, Loss: 0.2587, Val Loss: 0.2109, LR: 0.0025
Final training... Epoch 2870/3000, Loss: 0.2612, Val Loss: 0.2115, LR: 0.0025
Final training... Epoch 2880/3000, Loss: 0.2688, Val Loss: 0.2132, LR: 0.0025
Final training... Epoch 2890/3000, Loss: 0.2796, Val Loss: 0.2099, LR: 0.0025
Final training... Epoch 2900/3000, Loss: 0.2571, Val Loss: 0.2098, LR: 0.0025
Gradient magnitudes plot saved for epoch 2900 to ./ESKAPEE_model/training_logs/gradient_magnitudes_epoch_2900.png
Final training... Epoch 2910/3000, Loss: 0.2682, Val Loss: 0.2117, LR: 0.0025
Final training... Epoch 2920/3000, Loss: 0.2609, Val Loss: 0.2105, LR: 0.0025
Final training... Epoch 2930/3000, Loss: 0.2622, Val Loss: 0.2090, LR: 0.0025
Final training... Epoch 2940/3000, Loss: 0.2616, Val Loss: 0.2052, LR: 0.0025
Final training... Epoch 2950/3000, Loss: 0.2593, Val Loss: 0.2125, LR: 0.0025
Final training... Epoch 2960/3000, Loss: 0.2617, Val Loss: 0.2104, LR: 0.0025
Final training... Epoch 2970/3000, Loss: 0.2544, Val Loss: 0.2120, LR: 0.0025
Final training... Epoch 2980/3000, Loss: 0.2611, Val Loss: 0.2062, LR: 0.0025
Final training... Epoch 2990/3000, Loss: 0.2661, Val Loss: 0.2087, LR: 0.0025
Final training... Epoch 3000/3000, Loss: 0.2659, Val Loss: 0.2085, LR: 0.0025

Training finished. Loading best model state from epoch 2993.
Determining final thresholds on the validation set of the last fold...
Optimal thresholds determined: Plasmid=0.44, Chromosome=0.39

Final model training loss plot saved to ./ESKAPEE_model

✅ Final model and config saved to ./ESKAPEE_model
